City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Rain(inches),Snow(inches),Date
371,Constitucion,-35.33,-72.42,52.95,87,19,1.86,CL,few clouds,0.0,0,2020-06-21 02:16:41
372,Ambilobe,-13.2,49.05,69.44,93,5,2.48,MG,clear sky,0.0,0,2020-06-21 02:16:42
373,Sorong,-0.88,131.25,84.74,70,0,7.14,ID,clear sky,0.0,0,2020-06-21 02:16:42
374,Palmer,42.16,-72.33,75.0,63,66,4.65,US,light rain,0.43,0,2020-06-21 02:16:43
375,Yenagoa,4.92,6.26,74.35,94,100,3.36,NG,light rain,0.38,0,2020-06-21 02:16:43
376,Clyde River,70.47,-68.59,35.6,93,1,4.43,CA,clear sky,0.0,0,2020-06-21 02:16:43
377,Pevek,69.7,170.31,43.83,71,51,6.24,RU,broken clouds,0.0,0,2020-06-21 02:16:44
378,Arys,42.43,68.8,68.0,45,0,2.24,KZ,clear sky,0.0,0,2020-06-21 02:16:44
379,Saint Anthony,45.02,-93.22,71.01,56,1,3.36,US,clear sky,0.0,0,2020-06-21 02:16:45
380,Sehore,23.2,77.08,79.57,78,97,11.16,IN,overcast clouds,0.0,0,2020-06-21 02:16:45
381,Lasa,46.62,10.7,51.8,76,40,9.17,IT,scattered clouds,0.0,0,2020-06-21 02:11:57
382,Whitehorse,60.72,-135.05,66.2,42,75,12.75,CA,shower rain,0.0,0,2020-06-21 02:16:45
383,Linhares,-19.39,-40.07,67.64,88,0,2.24,BR,clear sky,0.0,0,2020-06-21 02:16:45
384,Brae,60.4,-1.35,53.6,93,13,21.92,GB,few clouds,0.0,0,2020-06-21 02:16:46
385,Eyl,7.98,49.82,81.5,56,100,23.29,SO,overcast clouds,0.0,0,2020-06-21 02:16:46
386,Abonnema,4.71,6.79,75.2,94,75,3.36,NG,thunderstorm,0.0,0,2020-06-21 02:16:46
387,Hofn,64.25,-15.21,50.92,88,100,11.99,IS,overcast clouds,0.0,0,2020-06-21 02:16:46
388,Pangnirtung,66.15,-65.71,43.88,62,0,2.08,CA,clear sky,0.0,0,2020-06-21 02:16:47
389,Odweyne,9.41,45.06,72.23,60,50,15.12,SO,scattered clouds,0.0,0,2020-06-21 02:16:47
390,Coihueco,-36.62,-71.83,48.2,100,75,6.93,CL,broken clouds,0.0,0,2020-06-21 02:16:48
391,Tulsipur,28.13,82.3,81.0,81,100,1.01,NP,light rain,0.95,0,2020-06-21 02:16:48
392,Colares,38.8,-9.45,64.99,88,0,15.01,PT,clear sky,0.0,0,2020-06-21 02:16:48
393,Azare,11.68,10.19,81.01,53,0,10.36,NG,clear sky,0.0,0,2020-06-21 02:16:48
394,Manggar,-2.88,108.27,81.91,80,100,10.98,ID,moderate rain,2.24,0,2020-06-21 02:16:49
395,Charters Towers,-20.1,146.27,71.51,59,54,9.84,AU,broken clouds,0.0,0,2020-06-21 02:16:49
396,Cherskiy,68.75,161.3,84.6,22,69,7.02,RU,broken clouds,0.0,0,2020-06-21 02:16:50
397,Tarko-Sale,64.92,77.78,48.99,85,100,19.89,RU,heavy intensity rain,4.06,0,2020-06-21 02:16:50
398,Shar,49.59,81.05,53.58,44,26,4.45,KZ,scattered clouds,0.0,0,2020-06-21 02:16:50
399,Birao,10.28,22.79,76.32,76,0,7.38,CF,clear sky,0.0,0,2020-06-21 02:16:50
400,Buenos Aires,-34.61,-58.38,55.4,87,75,11.41,AR,thunderstorm with light rain,3.56,0,2020-06-21 02:16:50
401,Bagdarin,54.43,113.6,66.2,43,35,4.79,RU,scattered clouds,0.0,0,2020-06-21 02:16:51
402,Saint-Pierre,-21.34,55.48,68.0,72,90,8.05,RE,overcast clouds,0.0,0,2020-06-21 02:16:51
403,Lakes Entrance,-37.88,147.98,57.99,68,3,1.01,AU,clear sky,0.0,0,2020-06-21 02:16:51
404,Teya,60.38,92.63,44.42,86,100,4.36,RU,light rain,0.6,0,2020-06-21 02:16:51
405,Sakata,38.92,139.85,69.8,60,40,8.05,JP,scattered clouds,0.0,0,2020-06-21 02:16:52
406,Longyearbyen,78.22,15.64,37.4,86,75,13.87,SJ,broken clouds,0.0,0,2020-06-21 02:16:40
407,Jalu,29.03,21.55,76.8,48,0,11.1,LY,clear sky,0.0,0,2020-06-21 02:16:53
408,Pachperwa,27.52,82.65,78.78,83,100,3.85,IN,light rain,0.14,0,2020-06-21 02:16:53
409,Agua Branca,-5.89,-42.64,75.9,61,12,6.02,BR,few clouds,0.0,0,2020-06-21 02:16:54
410,Kahului,20.89,-156.47,89.6,43,40,21.92,US,scattered clouds,0.0,0,2020-06-21 02:16:54
411,Sulangan,11.14,123.72,84.4,74,93,7.99,PH,light rain,0.19,0,2020-06-21 02:16:54
412,Fort Nelson,58.81,-122.7,77.0,44,75,5.82,CA,broken clouds,0.0,0,2020-06-21 02:16:08
413,Arcata,40.87,-124.08,66.0,87,1,8.05,US,clear sky,0.0,0,2020-06-21 02:16:55
414,Bushehr,28.97,50.84,86.0,55,0,4.7,IR,clear sky,0.0,0,2020-06-21 02:16:55
415,Mogadishu,2.04,45.34,78.17,82,1,19.71,SO,clear sky,0.0,0,2020-06-21 02:16:55
416,Kalabo,-14.97,22.68,47.44,57,0,5.26,ZM,clear sky,0.0,0,2020-06-21 02:16:55
417,Kantunilkin,21.09,-87.45,82.4,78,20,5.82,MX,few clouds,0.0,0,2020-06-21 02:16:56
418,Khandyga,62.67,135.6,76.82,41,22,3.11,RU,few clouds,0.0,0,2020-06-21 02:16:56
419,Vallenar,-28.57,-70.76,62.49,49,0,1.92,CL,clear sky,0.0,0,2020-06-21 02:16:56
420,Birin,26.89,88.07,70.34,87,1,3.29,NP,clear sky,0.0,0,2020-06-21 02:16:56
421,Carauari,-4.88,-66.9,73.89,91,13,0.94,BR,few clouds,0.0,0,2020-06-21 02:16:57
422,Bolkhov,53.44,36.0,62.22,97,25,8.5,RU,light rain,0.57,0,2020-06-21 02:16:57
423,Lompoc,34.64,-120.46,61.0,77,12,12.75,US,few clouds,0.0,0,2020-06-21 02:16:57
424,Shingu,33.73,135.98,75.2,69,75,2.24,JP,broken clouds,0.0,0,2020-06-21 02:16:58
425,Mnogovershinnyy,53.94,139.92,51.67,69,39,8.43,RU,scattered clouds,0.0,0,2020-06-21 02:16:58
426,Ust-Kuyga,70.02,135.6,87.84,25,5,5.28,RU,clear sky,0.0,0,2020-06-21 02:12:06
427,Lokosovo,61.13,74.82,52.39,94,100,9.71,RU,light rain,0.2,0,2020-06-21 02:16:59
428,Orlik,52.52,99.83,62.2,51,80,1.43,RU,broken clouds,0.0,0,2020-06-21 02:16:59
429,Tshikapa,-6.42,20.8,65.88,44,0,2.39,CD,clear sky,0.0,0,2020-06-21 02:16:59
430,Baykit,61.67,96.37,67.19,46,76,2.37,RU,broken clouds,0.0,0,2020-06-21 02:17:00
431,Safita,34.82,36.12,71.6,88,40,11.41,SY,scattered clouds,0.0,0,2020-06-21 02:17:00
432,La Paz,-16.5,-68.15,37.4,34,0,2.24,BO,clear sky,0.0,0,2020-06-21 02:17:00
433,Akim Swedru,5.89,-1.02,72.95,96,99,1.21,GH,overcast clouds,0.0,0,2020-06-21 02:17:00
434,Acapulco,16.86,-99.89,86.0,70,75,2.84,MX,broken clouds,0.0,0,2020-06-21 02:15:42
435,Sorland,67.67,12.69,58.1,69,45,9.69,NO,scattered clouds,0.0,0,2020-06-21 02:17:01
436,Kuching,1.55,110.33,80.6,88,20,2.24,MY,few clouds,0.0,0,2020-06-21 02:14:35
437,Basco,20.45,121.97,84.78,75,87,8.37,PH,overcast clouds,0.0,0,2020-06-21 02:17:01
438,Emerald,-23.53,148.17,72.0,64,47,10.29,AU,scattered clouds,0.0,0,2020-06-21 02:12:05
439,Komsomolskiy,40.43,71.72,71.6,30,0,6.93,UZ,clear sky,0.0,0,2020-06-21 02:17:01
440,Maihar,24.27,80.75,86.09,66,80,9.55,IN,broken clouds,0.0,0,2020-06-21 02:17:02
441,Thomaston,32.89,-84.33,78.01,73,1,3.49,US,clear sky,0.0,0,2020-06-21 02:17:02
442,Nuuk,64.18,-51.72,37.4,93,100,9.17,GL,haze,0.0,0,2020-06-21 02:17:02
443,Bahraich,27.58,81.6,81.0,81,100,1.01,IN,light rain,0.31,0,2020-06-21 02:17:03
444,San Ramon,37.78,-121.98,73.99,49,1,11.41,US,clear sky,0.0,0,2020-06-21 02:15:12
445,Sakaiminato,35.55,133.23,73.4,73,75,14.99,JP,broken clouds,0.0,0,2020-06-21 02:17:03
446,Disna,55.57,28.2,63.21,97,99,8.03,BY,overcast clouds,0.0,0,2020-06-21 02:17:03
447,Lalawigan,11.59,125.47,85.78,69,99,7.81,PH,light rain,0.37,0,2020-06-21 02:17:03
448,Batticaloa,7.71,81.69,82.62,67,100,5.59,LK,overcast clouds,0.0,0,2020-06-21 02:14:02
449,Devaprayag,30.15,78.62,73.4,83,75,3.36,IN,mist,0.0,0,2020-06-21 02:17:04
450,Bubaque,11.28,-15.83,81.72,79,99,11.41,GW,overcast clouds,0.0,0,2020-06-21 02:17:04
451,Valparaiso,-33.04,-71.63,55.4,93,90,3.36,CL,overcast clouds,0.0,0,2020-06-21 02:13:29
452,Praia Da Vitoria,38.73,-27.07,64.4,88,20,5.19,PT,few clouds,0.0,0,2020-06-21 02:17:05
453,Braesti,47.15,27.1,66.2,88,90,4.7,RO,overcast clouds,0.0,0,2020-06-21 02:17:05
454,Hualmay,-11.1,-77.61,61.48,85,29,7.58,PE,scattered clouds,0.0,0,2020-06-21 02:17:05
455,Kismayo,-0.36,42.55,78.21,80,58,18.07,SO,broken clouds,0.0,0,2020-06-21 02:17:05
456,Jizan,17.33,42.67,93.2,52,94,3.36,SA,overcast clouds,0.0,0,2020-06-21 02:17:06
457,Villavicencio,4.14,-73.63,71.62,80,90,3.27,CO,overcast clouds,0.0,0,2020-06-21 02:14:16
458,Los Llanos De Aridane,28.66,-17.92,71.6,64,90,14.99,ES,overcast clouds,0.0,0,2020-06-21 02:17:06
459,Ingham,42.6,-84.38,80.6,65,1,6.93,US,clear sky,0.0,0,2020-06-21 02:17:06
460,Iralaya,15.0,-83.23,81.14,85,3,10.89,HN,light rain,0.65,0,2020-06-21 02:17:07
461,Samdari,25.82,72.58,88.11,64,1,15.26,IN,clear sky,0.0,0,2020-06-21 02:17:07
462,Hayden,47.77,-116.79,62.6,82,90,8.05,US,light rain,0.34,0,2020-06-21 02:17:07
463,Vung Tau,10.35,107.08,81.86,75,100,4.61,VN,overcast clouds,0.0,0,2020-06-21 02:17:07
464,Melita,49.27,-101.0,57.99,64,25,14.0,CA,scattered clouds,0.0,0,2020-06-21 02:17:08
465,Richards Bay,-28.78,32.04,58.32,81,0,5.88,ZA,clear sky,0.0,0,2020-06-21 02:17:08
466,Beringovskiy,63.05,179.32,45.86,59,0,9.19,RU,clear sky,0.0,0,2020-06-21 02:17:08
467,Serowe,-22.38,26.72,45.66,64,0,1.66,BW,clear sky,0.0,0,2020-06-21 02:17:08
468,Pochutla,15.74,-96.47,80.01,85,100,2.19,MX,overcast clouds,0.0,0,2020-06-21 02:17:08
469,Kangaba,11.93,-8.42,79.93,64,1,3.89,ML,light rain,0.21,0,2020-06-21 02:17:09
470,Prainha,-1.8,-53.48,74.17,94,12,2.13,BR,few clouds,0.0,0,2020-06-21 02:17:09
471,Anchorage,61.22,-149.9,64.4,48,40,8.05,US,light rain,0.76,0,2020-06-21 02:12:23
472,Laguna,38.42,-121.42,84.0,39,1,10.29,US,clear sky,0.0,0,2020-06-21 02:17:10
473,Takhli,15.26,100.34,93.0,64,24,6.38,TH,few clouds,0.0,0,2020-06-21 02:17:10
474,Jackson,42.42,-122.83,82.4,37,75,14.99,US,broken clouds,0.0,0,2020-06-21 02:15:06
475,Zheleznodorozhnyy,55.75,38.0,59.0,82,75,13.42,RU,broken clouds,0.0,0,2020-06-21 02:17:10
476,The Valley,18.22,-63.06,84.2,79,40,11.41,AI,scattered clouds,0.0,0,2020-06-21 02:12:13
477,Hulan,45.98,126.6,71.01,81,56,7.07,CN,broken clouds,0.0,0,2020-06-21 02:17:11
478,San Jeronimo,-11.95,-75.28,47.26,71,21,3.51,PE,few clouds,0.0,0,2020-06-21 02:17:11
479,Bhatapara,21.73,81.93,77.0,94,75,10.29,IN,mist,0.0,0,2020-06-21 02:17:11
480,Alamogordo,32.9,-105.96,91.0,7,1,5.82,US,clear sky,0.0,0,2020-06-21 02:13:06
481,Tarakan,3.3,117.63,82.13,74,90,6.08,ID,light rain,0.32,0,2020-06-21 02:17:12
482,Hami,42.8,93.45,81.23,19,98,20.07,CN,overcast clouds,0.0,0,2020-06-21 02:17:12
483,Suntar,62.14,117.63,77.11,46,49,6.26,RU,scattered clouds,0.0,0,2020-06-21 02:17:12
484,Mandalgovi,45.76,106.27,72.64,48,98,12.73,MN,overcast clouds,0.0,0,2020-06-21 02:17:13
485,Ishigaki,24.34,124.16,87.8,84,75,16.11,JP,broken clouds,0.0,0,2020-06-21 02:17:13
486,Ada,43.42,-116.13,82.99,30,1,4.7,US,clear sky,0.0,0,2020-06-21 02:17:13
487,Halifax,44.65,-63.57,63.0,69,14,4.0,CA,few clouds,0.0,0,2020-06-21 02:15:13
488,Sabang,5.89,95.32,83.14,73,96,8.9,ID,overcast clouds,0.0,0,2020-06-21 02:17:13
489,Beloha,-25.17,45.05,66.15,74,65,4.59,MG,broken clouds,0.0,0,2020-06-21 02:17:14
490,Deputatskiy,69.3,139.9,82.24,21,0,8.25,RU,clear sky,0.0,0,2020-06-21 02:17:14
491,Blagoveshchensk,50.27,127.53,57.2,93,75,15.66,RU,mist,0.0,0,2020-06-21 02:17:14
492,Hasaki,35.73,140.83,79.0,78,75,10.29,JP,broken clouds,0.0,0,2020-06-21 02:17:15
493,Quatre Cocos,-20.21,57.76,69.01,100,75,12.75,MU,light intensity shower rain,0.0,0,2020-06-21 02:17:15
494,Garissa,-0.45,39.64,73.83,62,59,13.0,KE,broken clouds,0.0,0,2020-06-21 02:17:15
495,Numaran,20.25,-101.93,70.34,66,100,3.27,MX,light rain,0.21,0,2020-06-21 02:17:16
496,Kasongo-Lunda,-6.47,16.82,62.92,47,0,0.34,CD,clear sky,0.0,0,2020-06-21 02:17:16
497,Dinguiraye,11.3,-10.72,73.89,86,28,2.71,GN,scattered clouds,0.0,0,2020-06-21 02:17:16
498,Floro,61.6,5.03,60.8,93,100,6.93,NO,light rain,0.18,0,2020-06-21 02:17:16
499,Gedo,9.02,37.45,50.49,100,28,1.34,ET,scattered clouds,0.0,0,2020-06-21 02:17:17
500,Kimbe,-5.55,150.14,89.91,58,16,3.89,PG,few clouds,0.0,0,2020-06-21 02:17:17
501,Leningradskiy,69.38,178.42,59.05,45,0,4.12,RU,clear sky,0.0,0,2020-06-21 02:17:17
502,Osvaldo Cruz,-21.8,-50.88,73.4,43,0,6.93,BR,clear sky,0.0,0,2020-06-21 02:13:44
503,Fangshan,39.7,115.99,95.0,43,0,6.78,CN,clear sky,0.0,0,2020-06-21 02:17:18
504,Pangkalanbuun,-2.68,111.62,82.74,73,100,4.16,ID,overcast clouds,0.0,0,2020-06-21 02:17:18
505,Alice Springs,-23.7,133.88,59.0,33,0,9.17,AU,clear sky,0.0,0,2020-06-21 02:14:18
506,Tottori,35.5,134.23,71.6,68,40,14.99,JP,scattered clouds,0.0,0,2020-06-21 02:14:16
507,Velykoploske,47.01,29.67,62.6,93,88,3.36,UA,overcast clouds,0.0,0,2020-06-21 02:17:19
508,Salta,-24.79,-65.41,53.6,87,0,6.93,AR,clear sky,0.0,0,2020-06-21 02:17:19
509,Mathbaria,22.29,89.96,87.28,70,60,10.47,BD,light rain,0.77,0,2020-06-21 02:17:19
510,Limbang,4.75,115.0,84.2,74,75,2.24,MY,broken clouds,0.0,0,2020-06-21 02:17:19
511,Nipawin,53.37,-104.0,51.8,76,75,10.29,CA,light rain,0.0,0,2020-06-21 02:17:20
512,Khani,41.96,42.96,62.6,93,90,2.24,GE,overcast clouds,0.0,0,2020-06-21 02:17:20
513,Cap Malheureux,-19.98,57.61,69.01,88,11,7.0,MU,moderate rain,1.52,0,2020-06-21 02:17:21
514,Gari,59.43,62.35,47.62,63,52,12.8,RU,broken clouds,0.0,0,2020-06-21 02:17:21
515,Calabar,4.95,8.32,73.94,96,100,2.64,NG,light rain,0.96,0,2020-06-21 02:17:21
516,Seredka,58.16,28.19,59.0,77,0,6.71,RU,clear sky,0.0,0,2020-06-21 02:17:22
517,Bourail,-21.57,165.48,73.26,50,0,6.29,NC,clear sky,0.0,0,2020-06-21 02:17:22
518,Torbat-E Jam,35.24,60.62,79.83,15,0,2.59,IR,clear sky,0.0,0,2020-06-21 02:17:22
519,Kavieng,-2.57,150.8,85.37,66,7,1.57,PG,clear sky,0.0,0,2020-06-21 02:17:22
520,North Platte,41.12,-100.77,77.0,50,1,3.36,US,clear sky,0.0,0,2020-06-21 02:17:22
521,Kita,13.03,-9.49,80.92,68,29,2.84,ML,light rain,0.27,0,2020-06-21 02:17:23
522,Zehdenick,52.98,13.33,57.99,99,97,9.82,DE,overcast clouds,0.0,0,2020-06-21 02:17:23
523,Vegreville,53.5,-112.05,62.47,68,0,8.43,CA,clear sky,0.0,0,2020-06-21 02:16:08
524,Chiredzi,-21.05,31.67,54.1,69,0,3.29,ZW,clear sky,0.0,0,2020-06-21 02:17:23
525,Borujerd,33.9,48.75,56.37,36,0,3.62,IR,clear sky,0.0,0,2020-06-21 02:17:24
526,Havelock,34.88,-76.9,73.4,83,40,4.94,US,light rain,0.59,0,2020-06-21 02:13:47
527,Saint Helens,53.45,-2.73,55.99,93,100,17.22,GB,moderate rain,3.56,0,2020-06-21 02:17:24
528,Manakara,-22.13,48.02,67.23,91,100,8.12,MG,light rain,0.95,0,2020-06-21 02:17:24
529,Sur,22.57,59.53,85.17,66,44,10.33,OM,scattered clouds,0.0,0,2020-06-21 02:17:24
530,Santa Isabel Do Rio Negro,-0.41,-65.02,73.53,97,100,1.79,BR,overcast clouds,0.0,0,2020-06-21 02:17:25
531,Lardos,36.09,28.02,77.0,53,17,4.7,GR,few clouds,0.0,0,2020-06-21 02:17:25
532,Labuhan,-6.88,112.21,82.76,69,3,8.55,ID,clear sky,0.0,0,2020-06-21 02:17:25
533,Honiara,-9.43,159.95,87.8,70,75,17.22,SB,broken clouds,0.0,0,2020-06-21 02:17:25
534,Hobyo,5.35,48.53,78.57,69,37,22.86,SO,scattered clouds,0.0,0,2020-06-21 02:17:24
535,Jacareacanga,-6.22,-57.75,79.23,67,68,1.86,BR,broken clouds,0.0,0,2020-06-21 02:17:26
536,Te Anau,-45.42,167.72,45.28,62,1,0.69,NZ,clear sky,0.0,0,2020-06-21 02:17:26
537,Saryozek,44.36,77.98,60.62,31,0,3.11,KZ,clear sky,0.0,0,2020-06-21 02:17:26
538,Oyem,1.6,11.58,66.65,99,83,3.06,GA,broken clouds,0.0,0,2020-06-21 02:17:27
539,Neuquen,-38.95,-68.06,53.6,54,43,6.93,AR,scattered clouds,0.0,0,2020-06-21 02:17:27
540,Saint-Francois,46.42,3.91,51.8,87,0,2.24,FR,clear sky,0.0,0,2020-06-21 02:17:27
541,Parfenyevo,58.48,43.41,44.98,75,0,6.46,RU,clear sky,0.0,0,2020-06-21 02:17:27
542,Vredendal,-31.67,18.5,54.43,90,17,3.6,ZA,few clouds,0.0,0,2020-06-21 02:17:28
543,Nawa,27.02,75.0,90.63,48,0,18.05,IN,clear sky,0.0,0,2020-06-21 02:17:28
544,Port Lincoln,-34.73,135.87,56.28,65,91,18.07,AU,overcast clouds,0.0,0,2020-06-21 02:17:28
545,Marsh Harbour,26.54,-77.06,80.94,80,47,5.64,BS,scattered clouds,0.0,0,2020-06-21 02:15:00
546,Iracoubo,5.48,-53.2,78.15,87,100,8.72,GF,light rain,0.94,0,2020-06-21 02:17:29
547,Jacksonville Beach,30.29,-81.39,78.8,83,1,5.82,US,clear sky,0.0,0,2020-06-21 02:17:29
548,Vao,-22.67,167.48,68.54,61,0,12.17,NC,clear sky,0.0,0,2020-06-21 02:17:29
549,Evanton,57.66,-4.34,57.99,71,85,3.36,GB,overcast clouds,0.0,0,2020-06-21 02:17:29
550,Lamar,33.67,-95.58,84.2,51,1,5.82,US,clear sky,0.0,0,2020-06-21 02:17:30
551,Olinda,-8.01,-34.86,78.8,83,75,11.41,BR,shower rain,0.0,0,2020-06-21 02:13:23
552,Camana,-16.62,-72.71,61.38,77,1,6.2,PE,clear sky,0.0,0,2020-06-21 02:17:30
553,Hovd,48.01,91.64,63.75,29,100,12.24,MN,overcast clouds,0.0,0,2020-06-21 02:14:51
554,Aksu,41.12,80.26,75.72,20,0,5.12,CN,clear sky,0.0,0,2020-06-21 02:17:31
555,Jos,9.92,8.9,65.79,83,44,5.26,NG,scattered clouds,0.0,0,2020-06-21 02:14:31
556,Togitsu,32.83,129.85,73.4,83,75,3.36,JP,broken clouds,0.0,0,2020-06-21 02:17:31
557,Mahajanga,-15.72,46.32,71.6,78,40,6.93,MG,scattered clouds,0.0,0,2020-06-21 02:17:31
558,Igrim,63.19,64.42,47.1,70,9,4.05,RU,clear sky,0.0,0,2020-06-21 02:17:31
559,Aguimes,27.91,-15.45,71.6,64,75,25.28,ES,broken clouds,0.0,0,2020-06-21 02:17:32
