City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,Kushima,31.46,131.23,75.0,100,100,11.01,JP,2020-06-18 17:19:10
281,Beloha,-25.17,45.05,63.95,80,10,14.03,MG,2020-06-18 17:20:50
282,Kudahuvadhoo,2.67,72.89,84.63,72,75,1.83,MV,2020-06-18 17:18:28
283,Kandrian,-6.22,149.55,78.35,86,18,11.27,PG,2020-06-18 17:20:51
284,Payo,-3.75,103.64,73.69,93,100,2.13,ID,2020-06-18 17:20:51
285,Chipinge,-20.19,32.62,50.65,100,95,2.35,ZW,2020-06-18 17:20:51
286,Henties Bay,-22.12,14.28,72.57,40,0,11.45,NA,2020-06-18 17:20:51
287,Portland,45.52,-122.68,63.0,67,75,3.36,US,2020-06-18 17:13:31
288,Norman Wells,65.28,-126.83,71.6,49,75,10.29,CA,2020-06-18 17:18:12
289,Muroto,33.28,134.15,73.17,93,100,3.94,JP,2020-06-18 17:18:35
290,Caravelas,-17.71,-39.25,74.7,86,74,8.19,BR,2020-06-18 17:17:24
291,Vestmannaeyjar,63.44,-20.27,50.0,76,75,20.8,IS,2020-06-18 17:19:24
292,Tawang,27.58,91.87,57.69,77,100,0.89,IN,2020-06-18 17:20:53
293,Bintulu,3.17,113.03,78.8,94,75,5.82,MY,2020-06-18 17:20:53
294,Sitka,57.05,-135.33,51.8,87,90,10.29,US,2020-06-18 17:20:53
295,Longyearbyen,78.22,15.64,42.8,75,75,4.7,SJ,2020-06-18 17:17:27
296,Hoima,1.44,31.34,69.51,74,95,0.58,UG,2020-06-18 17:20:53
297,Pantai Remis,4.46,100.63,78.8,94,20,2.15,MY,2020-06-18 17:20:54
298,Berlevag,70.86,29.09,50.0,71,20,12.75,NO,2020-06-18 17:18:18
299,Shitanjing,39.23,106.34,76.14,19,22,7.09,CN,2020-06-18 17:20:54
300,Dawson Creek,55.77,-120.24,68.0,42,1,6.93,CA,2020-06-18 17:16:05
301,Vilhena,-12.74,-60.15,82.4,58,40,9.17,BR,2020-06-18 17:20:55
302,Yanam,16.73,82.22,84.2,79,40,6.93,IN,2020-06-18 17:20:55
303,Bom Jesus,-9.07,-44.36,89.33,33,0,9.82,BR,2020-06-18 17:20:55
304,Okaihau,-35.32,173.78,48.0,96,6,1.99,NZ,2020-06-18 17:20:56
305,Colares,38.8,-9.45,68.0,56,20,18.34,PT,2020-06-18 17:20:56
306,Dafeng,23.45,108.59,77.54,87,95,4.85,CN,2020-06-18 17:20:56
307,Hambantota,6.12,81.12,82.08,82,88,16.17,LK,2020-06-18 17:18:28
308,La Rioja,42.25,-2.5,73.4,40,75,1.12,ES,2020-06-18 17:20:56
309,South River,40.45,-74.39,71.01,95,100,7.54,US,2020-06-18 17:20:57
310,Marsa Matruh,31.35,27.25,75.2,69,0,18.34,EG,2020-06-18 17:20:57
311,Yulara,-25.24,130.99,48.2,39,0,4.7,AU,2020-06-18 17:17:09
312,Orzinuovi,45.4,9.92,75.0,60,81,1.99,IT,2020-06-18 17:20:57
313,Romitan,39.93,64.38,73.4,33,11,6.93,UZ,2020-06-18 17:20:58
314,Yeppoon,-23.13,150.73,60.8,77,40,6.93,AU,2020-06-18 17:18:12
315,Gediz,39.04,29.41,66.06,64,93,3.96,TR,2020-06-18 17:20:58
316,Hasaki,35.73,140.83,66.2,93,90,5.82,JP,2020-06-18 17:19:18
317,Kalmunai,7.42,81.82,85.17,71,76,4.5,LK,2020-06-18 17:20:59
318,Avera,33.19,-82.53,84.2,51,75,5.82,US,2020-06-18 17:17:19
319,Gazli,40.13,63.45,80.8,16,7,9.95,UZ,2020-06-18 17:19:21
320,Oranjemund,-28.55,16.43,71.98,23,0,9.04,NA,2020-06-18 17:17:57
321,Baripada,21.93,86.72,84.11,71,100,6.69,IN,2020-06-18 17:21:00
322,Oeiras,-7.03,-42.13,90.0,32,0,9.66,BR,2020-06-18 17:21:00
323,Troy,42.61,-83.15,86.0,37,1,8.05,US,2020-06-18 17:20:42
324,Mount Gambier,-37.83,140.77,48.2,81,100,16.11,AU,2020-06-18 17:17:49
325,Imbituba,-28.24,-48.67,73.4,69,20,14.99,BR,2020-06-18 17:21:01
326,Port Augusta,-32.5,137.77,55.0,58,0,11.41,AU,2020-06-18 17:21:02
327,Iracoubo,5.48,-53.2,81.52,83,18,9.86,GF,2020-06-18 17:21:03
328,Ngunguru,-35.62,174.5,48.0,96,8,1.99,NZ,2020-06-18 17:21:03
329,Melilla,35.29,-2.94,80.6,47,0,18.34,ES,2020-06-18 17:21:03
330,Dingle,11.0,122.67,76.51,91,100,5.97,PH,2020-06-18 17:18:17
331,Jinxiang,22.86,115.7,82.18,84,48,7.65,CN,2020-06-18 17:21:04
332,Wladyslawowo,54.79,18.4,71.01,100,40,3.36,PL,2020-06-18 17:21:04
333,Verkhnyaya Toyma,62.23,45.0,62.96,54,44,3.89,RU,2020-06-18 17:21:04
334,Los Alamos,35.89,-106.31,79.0,13,1,8.05,US,2020-06-18 17:19:25
335,Salinopolis,-0.61,-47.36,83.77,76,73,11.07,BR,2020-06-18 17:21:05
336,Quatre Cocos,-20.21,57.76,71.6,68,75,12.75,MU,2020-06-18 17:21:05
337,Linjiang,41.81,126.91,57.15,85,94,1.48,CN,2020-06-18 17:21:05
338,Pueblo Nuevo,23.38,-105.38,82.76,37,47,3.76,MX,2020-06-18 17:21:05
339,Corning,42.14,-77.05,82.4,51,75,6.33,US,2020-06-18 17:21:06
340,Labuhan,-6.88,112.21,78.94,83,6,5.73,ID,2020-06-18 17:17:17
341,Ornskoldsvik,63.29,18.72,71.6,56,46,3.36,SE,2020-06-18 17:21:04
342,Codrington,-38.27,141.97,50.23,84,100,11.88,AU,2020-06-18 17:17:20
343,Constitucion,-35.33,-72.42,55.78,83,100,22.39,CL,2020-06-18 17:16:27
344,Dubrovnik,42.65,18.09,71.6,73,20,5.82,HR,2020-06-18 17:20:16
345,Lasa,46.62,10.7,57.2,50,75,4.7,IT,2020-06-18 17:17:35
346,Hamburg,53.55,10.0,72.0,77,20,6.93,DE,2020-06-18 17:21:08
347,Pochinok,54.41,32.44,74.05,78,0,4.54,RU,2020-06-18 17:21:08
348,Gladstone,-23.85,151.25,66.2,72,75,8.05,AU,2020-06-18 17:18:28
349,Tahe,52.33,124.73,54.52,74,100,2.66,CN,2020-06-18 17:21:08
350,Auki,-8.77,160.7,77.67,84,0,2.77,SB,2020-06-18 17:21:09
351,Amapa,1.0,-52.0,79.81,94,61,5.12,BR,2020-06-18 17:21:09
352,Babaeski,41.43,27.09,73.38,66,65,6.08,TR,2020-06-18 17:21:09
353,Tiarei,-17.53,-149.33,77.0,94,75,10.29,PF,2020-06-18 17:21:09
354,Port Blair,11.67,92.75,83.21,83,74,11.92,IN,2020-06-18 17:21:10
355,Bambous Virieux,-20.34,57.76,71.6,68,75,12.75,MU,2020-06-18 17:17:55
356,Krk,45.03,14.57,75.2,50,20,8.05,HR,2020-06-18 17:21:10
357,Santa Maria,-29.68,-53.81,80.6,54,40,19.46,BR,2020-06-18 17:15:02
358,Lamu,-2.27,40.9,77.2,83,55,15.9,KE,2020-06-18 17:21:10
359,Marienburg,54.04,19.03,68.0,100,40,3.36,PL,2020-06-18 17:21:11
360,Adrar,20.5,-10.07,106.0,11,44,15.14,MR,2020-06-18 17:21:11
361,Amahai,-3.33,128.92,82.0,98,24,1.01,ID,2020-06-18 17:18:55
362,Pangai,-19.8,-174.35,75.2,69,40,19.46,TO,2020-06-18 17:21:11
363,Del Rio,29.36,-100.9,82.4,74,90,13.87,US,2020-06-18 17:21:12
364,Andenes,69.31,16.12,46.4,81,75,9.17,NO,2020-06-18 17:18:22
365,Grootfontein,-19.57,18.12,57.69,39,0,9.01,NA,2020-06-18 17:21:12
366,Northam,51.03,-4.22,57.99,99,100,7.0,GB,2020-06-18 17:19:11
367,Cayenne,4.93,-52.33,78.8,94,40,10.69,GF,2020-06-18 17:21:13
368,Kandiari,26.92,68.52,96.58,31,47,26.62,PK,2020-06-18 17:21:13
369,Pali,25.77,73.33,96.76,39,81,18.84,IN,2020-06-18 17:21:13
370,Pierre,44.37,-100.35,64.4,68,40,10.29,US,2020-06-18 17:19:09
371,Atikokan,48.76,-91.62,75.96,67,100,10.16,CA,2020-06-18 17:21:13
372,Batagay-Alyta,67.8,130.41,58.62,53,0,2.73,RU,2020-06-18 17:21:14
373,Rurrenabaque,-14.44,-67.53,86.0,84,75,4.23,BO,2020-06-18 17:21:14
374,Salaga,8.55,-0.52,82.11,67,90,8.7,GH,2020-06-18 17:21:14
375,Jiaojiang,28.68,121.44,75.0,94,98,1.01,CN,2020-06-18 17:21:14
376,Bagdarin,54.43,113.6,42.26,88,49,3.65,RU,2020-06-18 17:21:15
377,Basco,20.45,121.97,84.54,82,42,13.2,PH,2020-06-18 17:21:15
378,Isangel,-19.55,169.27,72.23,81,4,12.21,VU,2020-06-18 17:13:37
379,Taree,-31.9,152.47,52.0,100,75,4.7,AU,2020-06-18 17:21:16
380,Chodavaram,17.83,82.95,84.2,89,75,4.7,IN,2020-06-18 17:21:16
381,Antofagasta,-23.65,-70.4,60.8,82,75,13.87,CL,2020-06-18 17:16:46
382,Toora-Khem,52.47,96.11,53.82,90,100,9.31,RU,2020-06-18 17:21:16
383,Labuan,5.28,115.24,77.0,100,75,7.38,MY,2020-06-18 17:21:16
384,Biak,-0.91,122.88,77.45,82,94,6.91,ID,2020-06-18 17:18:04
385,Terrace Bay,48.78,-87.1,66.2,63,20,6.93,CA,2020-06-18 17:21:17
386,Nushki,29.55,66.02,82.04,13,0,4.16,PK,2020-06-18 17:21:17
387,Lagoa,39.05,-27.98,65.01,87,31,14.92,PT,2020-06-18 17:17:11
388,Axim,4.87,-2.24,78.64,81,97,10.29,GH,2020-06-18 17:15:00
389,Otjiwarongo,-20.46,16.65,58.6,38,0,11.61,NA,2020-06-18 17:21:18
390,Faanui,-16.48,-151.75,79.48,82,57,5.32,PF,2020-06-18 17:17:28
391,Kaseda,31.42,130.32,75.0,100,96,11.01,JP,2020-06-18 17:18:16
392,Dankov,53.25,39.16,77.0,69,0,6.71,RU,2020-06-18 17:21:18
393,Ust-Maya,60.42,134.53,52.3,87,7,2.71,RU,2020-06-18 17:21:19
394,Gorontalo,0.54,123.06,75.43,88,100,2.17,ID,2020-06-18 17:21:19
395,Pacific Grove,36.62,-121.92,78.01,52,1,3.36,US,2020-06-18 17:18:25
396,Sorland,67.67,12.69,48.2,81,20,23.04,NO,2020-06-18 17:21:19
397,Road Town,18.42,-64.62,89.6,66,40,10.29,VG,2020-06-18 17:16:19
398,Koungou,-12.73,45.2,77.0,69,33,13.87,YT,2020-06-18 17:21:20
399,Sohag,26.56,31.69,93.2,17,0,24.16,EG,2020-06-18 17:18:33
400,Alta Floresta,-9.88,-56.09,91.4,43,40,11.41,BR,2020-06-18 17:21:20
401,Penticton,49.48,-119.59,69.8,49,40,5.82,CA,2020-06-18 17:21:21
402,Cartagena,10.4,-75.51,86.81,67,67,6.24,CO,2020-06-18 17:19:06
403,Daloa,6.88,-6.45,75.58,94,90,5.3,CI,2020-06-18 17:21:21
404,Tadine,-21.55,167.88,70.57,82,54,13.67,NC,2020-06-18 17:21:21
405,Santa Rosa,14.31,121.11,84.2,79,40,2.24,PH,2020-06-18 17:21:21
406,Atengo,20.17,-99.33,75.49,33,18,4.76,MX,2020-06-18 17:21:22
407,Khandyga,62.67,135.6,54.5,90,65,2.62,RU,2020-06-18 17:21:22
408,Sakaiminato,35.55,133.23,66.2,100,75,6.93,JP,2020-06-18 17:21:22
409,Synya,65.37,58.04,42.06,66,62,0.76,RU,2020-06-18 17:21:22
410,Waddan,29.16,16.14,97.34,11,0,9.19,LY,2020-06-18 17:21:23
411,Gravdal,68.12,13.5,50.0,71,20,19.46,NO,2020-06-18 17:21:23
412,Umm Lajj,25.02,37.27,88.2,39,18,12.12,SA,2020-06-18 17:21:23
413,Ndele,8.41,20.65,79.43,70,82,3.29,CF,2020-06-18 17:21:23
414,Wagar,16.15,36.2,100.99,23,10,14.07,SD,2020-06-18 17:21:23
415,Maragogi,-9.01,-35.22,80.33,74,7,12.62,BR,2020-06-18 17:21:24
416,Christchurch,-43.53,172.63,46.0,100,100,13.87,NZ,2020-06-18 17:17:28
417,Havre-Saint-Pierre,50.23,-63.6,75.2,60,1,10.29,CA,2020-06-18 17:14:09
418,Villanueva,15.32,-88.0,87.01,70,75,2.24,HN,2020-06-18 17:21:24
419,Anloga,5.79,0.9,80.6,83,20,8.05,GH,2020-06-18 17:21:25
420,Pemangkat,1.17,108.97,80.64,82,100,9.53,ID,2020-06-18 17:21:25
421,Sola,-13.88,167.55,79.5,79,93,20.15,VU,2020-06-18 17:21:25
422,Korla,41.76,86.15,86.0,47,48,3.0,CN,2020-06-18 17:18:06
423,Sumbe,-11.21,13.84,74.71,84,5,6.8,AO,2020-06-18 17:21:25
424,Katherine,-14.47,132.27,66.2,68,30,6.93,AU,2020-06-18 17:21:26
425,Flin Flon,54.77,-101.86,42.8,87,90,14.99,CA,2020-06-18 17:19:55
426,Anchorage,61.22,-149.9,59.0,58,1,3.36,US,2020-06-18 17:19:58
427,Paso De Los Toros,-32.82,-56.52,55.4,93,90,11.41,UY,2020-06-18 17:21:26
428,Pokhara,28.23,83.98,73.42,84,100,1.59,NP,2020-06-18 17:21:27
429,Baillif,16.02,-61.75,87.8,58,75,17.22,GP,2020-06-18 17:21:27
430,Sunland Park,31.8,-106.58,91.99,11,1,16.11,US,2020-06-18 17:20:11
431,Wuwei,37.93,102.64,73.99,37,74,6.71,CN,2020-06-18 17:21:27
432,Keti Bandar,24.14,67.45,86.11,83,20,8.9,PK,2020-06-18 17:17:51
433,Hofn,64.25,-15.21,50.0,81,90,8.05,IS,2020-06-18 17:21:28
434,Pisco,-13.7,-76.22,64.4,82,90,2.24,PE,2020-06-18 17:18:00
435,Slave Lake,55.28,-114.77,57.2,71,1,4.7,CA,2020-06-18 17:21:29
436,Natal,-5.79,-35.21,75.2,94,90,9.17,BR,2020-06-18 17:18:34
437,Hun,29.13,15.95,97.63,11,0,9.71,LY,2020-06-18 17:21:29
438,Fort Smith,35.39,-94.4,88.0,52,1,5.82,US,2020-06-18 17:20:03
439,Khor,47.89,134.95,44.31,97,50,5.97,RU,2020-06-18 17:21:29
440,Kaitangata,-46.28,169.85,39.0,84,20,7.29,NZ,2020-06-18 17:17:22
441,Alice Springs,-23.7,133.88,52.0,49,0,4.7,AU,2020-06-18 17:21:30
442,Grand Baie,-20.02,57.58,71.01,71,100,7.0,MU,2020-06-18 17:21:30
443,Ivanovice Na Hane,49.31,17.09,68.0,79,97,8.32,CZ,2020-06-18 17:21:31
444,Geraldton,-28.77,114.6,50.0,87,12,4.7,AU,2020-06-18 17:17:15
445,Buarcos,40.17,-8.88,66.2,63,20,14.99,PT,2020-06-18 17:21:31
446,Syracuse,37.09,15.28,78.8,73,2,11.41,IT,2020-06-18 17:21:03
447,Isla Mujeres,21.23,-86.73,82.99,83,90,4.7,MX,2020-06-18 17:21:31
448,Malanville,11.87,3.39,96.98,33,93,6.85,BJ,2020-06-18 17:21:32
449,Makakilo City,21.35,-158.09,77.0,83,75,14.7,US,2020-06-18 17:21:32
450,Dunmore Town,25.5,-76.65,81.19,83,100,9.91,BS,2020-06-18 17:21:32
451,Awjilah,29.11,21.29,92.17,16,0,5.97,LY,2020-06-18 17:17:42
452,Kundgol,15.25,75.25,75.56,80,97,17.67,IN,2020-06-18 17:21:32
453,Tongren,27.72,109.19,71.58,89,96,2.1,CN,2020-06-18 17:19:02
454,Havelock,34.88,-76.9,82.0,57,75,10.29,US,2020-06-18 17:21:33
455,Liberal,37.04,-100.92,84.2,45,1,16.11,US,2020-06-18 17:21:33
456,Krasnoselkup,65.7,82.47,47.25,55,99,15.32,RU,2020-06-18 17:21:34
457,Jimani,18.49,-71.85,93.2,49,20,12.75,DO,2020-06-18 17:21:34
458,Kasempa,-13.46,25.83,57.54,56,0,4.68,ZM,2020-06-18 17:18:39
459,Kihei,20.79,-156.47,78.8,65,20,11.41,US,2020-06-18 17:20:55
460,Loviisa,60.46,26.23,72.0,88,6,6.85,FI,2020-06-18 17:21:34
461,Chauk,20.88,94.82,79.68,77,100,19.26,MM,2020-06-18 17:21:35
462,Nusfalau,47.2,22.73,70.0,83,74,1.12,RO,2020-06-18 17:21:35
463,Tabuk,17.42,121.44,75.69,87,8,2.39,PH,2020-06-18 17:21:35
464,Sampit,-2.53,112.95,74.1,97,100,2.24,ID,2020-06-18 17:21:35
465,Ulladulla,-35.35,150.47,44.01,100,4,3.36,AU,2020-06-18 17:17:25
466,Likasi,-10.98,26.73,57.67,63,0,2.55,CD,2020-06-18 17:21:36
467,Buckeye,33.37,-112.58,95.0,15,1,4.7,US,2020-06-18 17:17:17
468,Freeport,40.66,-73.58,78.01,69,40,11.41,US,2020-06-18 17:19:33
469,Aqtobe,50.28,57.21,73.4,27,34,13.42,KZ,2020-06-18 17:21:36
470,Werda,-25.27,23.28,55.87,39,0,3.62,BW,2020-06-18 17:21:37
471,Kutulik,53.35,102.78,57.06,70,12,9.28,RU,2020-06-18 17:21:37
472,Garowe,8.41,48.48,86.86,39,85,16.24,SO,2020-06-18 17:21:37
473,Zambezi,-13.54,23.1,61.65,47,0,5.68,ZM,2020-06-18 17:21:37
474,Okhotsk,59.38,143.3,42.48,95,48,3.53,RU,2020-06-18 17:21:38
475,Sur,22.57,59.53,85.71,74,0,13.09,OM,2020-06-18 17:14:13
476,Manono,-7.3,27.42,75.78,39,3,6.46,CD,2020-06-18 17:21:38
477,Ketchikan,55.34,-131.65,57.2,93,90,21.92,US,2020-06-18 17:18:46
478,Mecca,21.43,39.83,91.24,31,84,8.66,SA,2020-06-18 17:18:44
479,Ciudad Guayana,8.35,-62.65,87.01,74,26,1.99,VE,2020-06-18 17:21:38
480,Muros,42.78,-9.06,64.99,65,2,18.01,ES,2020-06-18 17:19:14
481,Pulandian,39.4,121.97,69.8,83,82,8.95,CN,2020-06-18 17:21:39
482,Pahrump,36.21,-115.98,87.01,8,0,3.0,US,2020-06-18 17:18:27
483,Prachuap Khiri Khan,11.82,99.78,79.93,80,100,5.46,TH,2020-06-18 17:21:40
484,Itarema,-2.92,-39.92,84.43,65,14,13.82,BR,2020-06-18 17:21:40
485,Camacha,33.08,-16.33,73.4,73,40,12.75,PT,2020-06-18 17:21:40
486,Gomel,52.43,30.98,75.2,69,75,4.47,BY,2020-06-18 17:21:40
487,Panzhihua,26.59,101.71,74.5,76,99,1.21,CN,2020-06-18 17:21:40
488,Sitrah,26.15,50.62,91.4,52,0,10.29,BH,2020-06-18 17:21:41
489,Waingapu,-9.66,120.26,75.58,81,6,12.1,ID,2020-06-18 17:21:41
490,Kulhudhuffushi,6.62,73.07,84.34,78,100,11.45,MV,2020-06-18 17:21:05
491,Tessalit,20.2,1.01,109.11,6,0,13.0,ML,2020-06-18 17:18:48
492,Odweyne,9.41,45.06,76.41,54,83,16.44,SO,2020-06-18 17:21:41
493,Turayf,31.67,38.66,87.8,29,0,20.8,SA,2020-06-18 17:21:42
494,Brae,60.4,-1.35,53.6,93,7,8.05,GB,2020-06-18 17:18:28
495,Ilesha,7.14,5.26,75.99,89,100,5.19,NG,2020-06-18 17:21:42
496,Karratha,-20.74,116.85,71.04,57,0,5.66,AU,2020-06-18 17:18:18
497,Samana,19.21,-69.34,87.8,74,40,6.93,DO,2020-06-18 17:21:14
498,Oktyabrskiy,54.48,53.47,52.83,80,0,6.17,RU,2020-06-18 17:18:05
499,Voh,-20.97,164.7,68.7,87,100,4.85,NC,2020-06-18 17:21:43
500,Mubende,0.56,31.39,65.91,68,80,3.6,UG,2020-06-18 17:21:43
501,Kurara,25.98,79.98,91.49,55,59,9.75,IN,2020-06-18 17:21:44
502,Russell,32.35,-85.2,84.2,45,20,5.23,US,2020-06-18 17:21:44
503,Tazmalt,36.39,4.4,75.2,73,75,5.82,DZ,2020-06-18 17:21:44
504,Najran,17.49,44.13,95.0,11,40,6.93,SA,2020-06-18 17:21:45
505,De-Kastri,51.47,140.78,44.78,93,100,6.64,RU,2020-06-18 17:21:45
506,Saint-Augustin,51.23,-58.65,59.72,74,100,3.83,CA,2020-06-18 17:21:45
507,Mitsamiouli,-11.38,43.28,78.71,66,23,10.18,KM,2020-06-18 17:21:45
508,Catamarca,-28.47,-65.79,72.0,45,15,5.01,AR,2020-06-18 17:21:45
509,Tigil,57.8,158.67,48.34,95,100,2.06,RU,2020-06-18 17:21:46
510,Katobu,-4.94,122.53,75.33,91,61,3.76,ID,2020-06-18 17:21:46
511,Talakan,50.32,130.37,49.3,80,8,3.42,RU,2020-06-18 17:21:37
512,Beira,-19.84,34.84,68.0,93,90,9.17,MZ,2020-06-18 17:21:46
513,Bimbo,4.26,18.42,84.2,70,93,2.24,CF,2020-06-18 17:21:47
514,Khandagayty,50.73,92.05,58.42,46,18,12.62,RU,2020-06-18 17:21:47
515,San Lorenzo,-25.33,-57.53,87.8,45,75,17.22,PY,2020-06-18 17:21:47
516,Karabuk,41.2,32.63,67.33,75,97,2.1,TR,2020-06-18 17:21:47
517,Xining,36.62,101.77,59.4,57,100,2.06,CN,2020-06-18 17:21:47
518,Dillon,34.42,-79.37,78.01,61,75,5.82,US,2020-06-18 17:21:48
519,Aklavik,68.22,-135.01,51.8,81,75,3.36,CA,2020-06-18 17:19:08
520,Matadi,-5.82,13.45,80.62,61,87,3.11,CD,2020-06-18 17:21:48
521,Astaneh-Ye Ashrafiyeh,37.26,49.94,78.8,69,20,4.7,IR,2020-06-18 17:21:48
522,Ilinskiy,55.62,38.12,82.0,69,71,6.71,RU,2020-06-18 17:21:49
523,Bambanglipuro,-7.95,110.28,78.03,83,14,14.12,ID,2020-06-18 17:21:49
524,Arnissa,40.8,21.83,84.0,29,2,12.75,GR,2020-06-18 17:21:49
525,Progreso,21.28,-89.67,93.99,66,75,6.93,MX,2020-06-18 17:21:49
526,Sept-Iles,50.2,-66.38,75.2,50,75,5.82,CA,2020-06-18 17:17:58
527,Palmer,42.16,-72.33,84.0,45,40,4.7,US,2020-06-18 17:18:56
528,Nouadhibou,20.93,-17.03,77.0,69,0,23.04,MR,2020-06-18 17:18:55
529,Presidente Epitacio,-21.76,-52.12,81.79,49,72,9.33,BR,2020-06-18 17:21:50
530,Kirakira,-10.45,161.92,79.39,85,14,9.55,SB,2020-06-18 17:21:50
531,Rocha,-34.48,-54.33,64.35,81,95,18.45,UY,2020-06-18 17:21:22
532,Puerto Narino,-3.77,-70.38,87.8,74,75,4.7,CO,2020-06-18 17:21:51
533,Det Udom,14.91,105.08,78.8,100,99,6.58,TH,2020-06-18 17:21:51
534,Chimoio,-19.12,33.48,57.2,100,75,9.17,MZ,2020-06-18 17:21:51
535,Solnechnyy,50.72,136.63,43.66,93,100,6.35,RU,2020-06-18 17:21:51
536,Alofi,-19.06,-169.92,71.6,83,39,10.29,NU,2020-06-18 17:19:04
537,Sri Aman,1.24,111.46,77.0,100,33,0.87,MY,2020-06-18 17:21:52
538,Champerico,14.3,-91.92,86.0,70,40,3.83,GT,2020-06-18 17:18:42
539,Bac Lieu,9.29,105.72,82.8,77,100,6.55,VN,2020-06-18 17:19:08
540,Coquimbo,-29.95,-71.34,60.8,67,100,9.17,CL,2020-06-18 17:21:53
541,Porteirinha,-15.74,-43.03,79.21,40,0,9.75,BR,2020-06-18 17:20:39
542,Harper,4.38,-7.72,80.02,75,95,8.77,LR,2020-06-18 17:19:12
543,Hualmay,-11.1,-77.61,68.9,65,55,8.75,PE,2020-06-18 17:19:20
544,Roald,62.58,6.13,69.01,72,18,11.41,NO,2020-06-18 17:21:53
545,Bubaque,11.28,-15.83,82.02,79,4,9.24,GW,2020-06-18 17:18:29
546,Aykhal,66.0,111.5,59.0,47,82,4.47,RU,2020-06-18 17:21:54
547,Eyl,7.98,49.82,83.08,63,38,25.79,SO,2020-06-18 17:21:54
548,Rondonopolis,-16.47,-54.64,91.09,30,35,10.18,BR,2020-06-18 17:19:33
549,Mahuva,21.09,71.76,85.19,78,4,18.81,IN,2020-06-18 17:21:55
550,Bereda,43.27,-7.54,68.0,58,79,8.99,ES,2020-06-18 17:13:57
551,Gasa,31.5,34.47,78.01,72,0,10.45,PS,2020-06-18 17:21:55
552,Khanpur,28.65,70.66,106.84,17,0,24.43,PK,2020-06-18 17:21:55
553,Pavilosta,56.89,21.19,86.0,48,75,6.93,LV,2020-06-18 17:21:55
554,Bonthe,7.53,-12.51,81.0,83,98,13.11,SL,2020-06-18 17:21:56
555,Altinopolis,-21.03,-47.37,82.4,32,75,10.29,BR,2020-06-18 17:21:56
556,Kamenka,51.32,42.77,73.0,76,1,1.99,RU,2020-06-18 17:21:56
557,Bosaso,11.28,49.18,93.16,43,46,8.99,SO,2020-06-18 17:21:56
558,Cockburn Town,21.46,-71.14,87.8,62,40,14.99,TC,2020-06-18 17:17:32
559,Chicama,-7.84,-79.15,72.97,59,61,9.55,PE,2020-06-18 17:21:57
560,Constantine,36.37,6.61,89.6,31,40,13.87,DZ,2020-06-18 17:13:14
561,Maceio,-9.67,-35.74,84.2,70,75,14.99,BR,2020-06-18 17:21:57
